pos,neu,neg
0,0.939,0.061
0.238,0.708,0.054
0.201,0.799,0
0.253,0.747,0
0.075,0.823,0.103
0.074,0.694,0.232
0,0.803,0.197
0.433,0.567,0
0.185,0.754,0.061
0,0.925,0.075
0.226,0.774,0
0.238,0.7,0.062
0.056,0.944,0
0.13,0.71,0.16
0.283,0.649,0.068
0.291,0.709,0
0.14,0.629,0.231
0,0.719,0.281
0.364,0.636,0
0.328,0.503,0.169
0.156,0.762,0.082
0.182,0.818,0
0.29,0.512,0.198
0.135,0.614,0.25
0.069,0.813,0.118
0.17,0.603,0.228
0.34,0.488,0.172
0.071,0.83,0.099
0.154,0.775,0.071
0.122,0.782,0.097
0.227,0.773,0
0.248,0.645,0.107
0.117,0.642,0.242
0.04,0.924,0.036
0.217,0.783,0
0.278,0.326,0.396
0.159,0.646,0.195
0,0.933,0.067
0.089,0.911,0
0,0.827,0.173
0,0.641,0.359
0,0.826,0.174
0,1,0
0.263,0.589,0.148
0,1,0
0,1,0
0.037,0.811,0.151
0.233,0.498,0.269
0.26,0.616,0.124
0,0.738,0.262
0.113,0.743,0.144
0,1,0
0.096,0.821,0.083
0.113,0.731,0.156
0,1,0
0.218,0.782,0
0,0.825,0.175
0,0.905,0.095
0.112,0.812,0.077
0,0.916,0.084
0,1,0
0,0.863,0.137
0,0.861,0.139
0,1,0
0,1,0
0,1,0
0,1,0
0.212,0.788,0
0.514,0.486,0
0.133,0.867,0
0.17,0.531,0.299
0.231,0.69,0.079
0.056,0.648,0.296
0.072,0.787,0.141
0.114,0.796,0.09
0,0.914,0.086
0.267,0.733,0
0,0.9,0.1
0,0.884,0.116
0.167,0.711,0.122
0.201,0.708,0.091
0.119,0.881,0
0.125,0.638,0.237
0.267,0.575,0.158
0,1,0
0,0.942,0.058
0,0.794,0.206
0.051,0.857,0.092
0.217,0.69,0.093
0.06,0.94,0
0.234,0.679,0.087
0.234,0.606,0.16
0.121,0.842,0.037
0.09,0.726,0.185
0.156,0.668,0.176
0.106,0.691,0.203
0.183,0.768,0.049
0.152,0.688,0.16
0.071,0.842,0.087
0,1,0
0.138,0.8,0.062
0.232,0.768,0
0.165,0.771,0.064
0.081,0.867,0.051
0.384,0.616,0
0.077,0.844,0.079
0.199,0.751,0.05
0.141,0.859,0
0.171,0.747,0.082
0.294,0.597,0.109
0.188,0.611,0.202
0.104,0.896,0
0.096,0.904,0
0.15,0.85,0
0,1,0
0.105,0.895,0
0.166,0.834,0
0.237,0.763,0
0.234,0.766,0
0.52,0.48,0
0.335,0.474,0.191
0.105,0.715,0.18
0.099,0.901,0
0.106,0.85,0.044
0.125,0.875,0
0,1,0
0.317,0.683,0
0,1,0
0.193,0.745,0.062
0,1,0
0,1,0
0,1,0
0.145,0.855,0
0.377,0.623,0
0.138,0.862,0
0.201,0.799,0
0.106,0.894,0
0.128,0.872,0
0.301,0.699,0
0.086,0.832,0.082
0.722,0.278,0
0.431,0.569,0
0.195,0.723,0.082
0,1,0
0.137,0.676,0.187
0.045,0.834,0.121
0.179,0.821,0
0,0.626,0.374
0,0.865,0.135
0,0.777,0.223
0,1,0
0.181,0.819,0
0.355,0.513,0.132
0.191,0.809,0
0,0.717,0.283
0.155,0.845,0
0.137,0.863,0
0,1,0
0.299,0.701,0
0.05,0.756,0.194
0,0.935,0.065
0,1,0
0.189,0.654,0.157
0.086,0.611,0.302
0,0.889,0.111
0.112,0.798,0.089
0,1,0
0.232,0.702,0.067
0,1,0
0.298,0.466,0.236
0.089,0.911,0
0,0.749,0.251
0.119,0.813,0.067
0,0.91,0.09
0.088,0.855,0.057
0.161,0.839,0
0,0.773,0.227
0,1,0
0.316,0.684,0
0,1,0
0.062,0.832,0.106
0.181,0.784,0.036
0.115,0.838,0.047
0,0.803,0.197
0,1,0
0,1,0
0.309,0.691,0
0.247,0.753,0
0,1,0
0.252,0.748,0
0.095,0.905,0
0.168,0.832,0
0.096,0.525,0.379
0,1,0
0.171,0.829,0
0.029,0.971,0
0.044,0.761,0.195
0.228,0.772,0
0.307,0.693,0
0.459,0.541,0
0,1,0
0.057,0.825,0.119
0.089,0.834,0.077
0,1,0
0.087,0.913,0
0.16,0.84,0
0,1,0
0.228,0.772,0
0,0.836,0.164
0.183,0.743,0.074
0.078,0.922,0
0,0.921,0.079
0.26,0.74,0
0.33,0.67,0
0.108,0.55,0.341
0.117,0.577,0.306
0.385,0.556,0.059
0,1,0
0,0.653,0.347
0.069,0.798,0.133
0.118,0.758,0.124
0.157,0.709,0.134
0,0.778,0.222
0,1,0
0.102,0.898,0
0.097,0.903,0
0.21,0.644,0.145
0,1,0
0.143,0.857,0
0,0.932,0.068
0,0.86,0.14
0,1,0
0.338,0.587,0.074
0.282,0.441,0.278
0.157,0.701,0.142
0.171,0.712,0.117
0.168,0.687,0.145
0,0.502,0.498
0,1,0
0.168,0.497,0.334
0,1,0
0.079,0.862,0.059
0,0.958,0.042
0.102,0.898,0
0,1,0
0,1,0
0,1,0
0.211,0.789,0
0,0.859,0.141
0.196,0.804,0
0.087,0.913,0
0,1,0
0.449,0.551,0
0.197,0.551,0.252
0.204,0.7,0.096
0,0.659,0.341
0.121,0.835,0.044
0,0.931,0.069
0.524,0.476,0
0,1,0
0.107,0.893,0
0.29,0.629,0.082
0.303,0.697,0
0,0.873,0.127
0.084,0.834,0.082
0.096,0.904,0
0,1,0
0.378,0.622,0
0.305,0.589,0.106
0.211,0.558,0.231
0.203,0.797,0
0.455,0.545,0
0,0.875,0.125
0.095,0.822,0.083
0,1,0
0.341,0.659,0
0.055,0.945,0
0.23,0.654,0.116
0.109,0.833,0.059
0.277,0.723,0
0.223,0.777,0
0.246,0.754,0
0.247,0.753,0
0,1,0
0,1,0
0.074,0.852,0.074
0,0.885,0.115
0,1,0
0,1,0
0,1,0
0.509,0.362,0.129
0.294,0.651,0.055
0,1,0
0,0.751,0.249
0.267,0.592,0.141
0.227,0.587,0.186
0.211,0.53,0.259
0,0.695,0.305
0,0.583,0.417
0,0.797,0.203
0.18,0.47,0.351
0.277,0.723,0
0.46,0.38,0.159
0,0.9,0.1
0,1,0
0,0.799,0.201
0.071,0.735,0.194
0.196,0.804,0
0.08,0.92,0
0.102,0.79,0.108
0,0.932,0.068
0,0.709,0.291
0.101,0.808,0.091
0.176,0.824,0
0.19,0.705,0.105
0.136,0.645,0.219
0.25,0.75,0
0.067,0.888,0.045
0,1,0
0.187,0.719,0.094
0.113,0.748,0.139
0,0.487,0.513
0,1,0
0,0.904,0.096
0,1,0
0.096,0.904,0
0.185,0.815,0
0.169,0.751,0.081
0.135,0.808,0.057
0.158,0.785,0.057
0,0.882,0.118
0.33,0.43,0.241
0.1,0.764,0.137
0.226,0.593,0.18
0.61,0.39,0
0.071,0.838,0.09
0,1,0
0.164,0.713,0.123
0,1,0
0.075,0.847,0.078
0.096,0.853,0.051
0.508,0.492,0
0,1,0
0,1,0
0,1,0
0.146,0.759,0.095
0.756,0.244,0
0.132,0.741,0.127
0.306,0.639,0.055
0.4,0.6,0
0.119,0.617,0.264
0.235,0.66,0.105
0,1,0
0.094,0.856,0.05
0,0.877,0.123
0.315,0.486,0.198
0.114,0.732,0.154
0,1,0
0.064,0.596,0.339
0.303,0.493,0.204
0.1,0.8,0.1
0.09,0.91,0
0,1,0
0,0.698,0.302
0,0.821,0.179
0,0.638,0.362
0,1,0
0,1,0
0,0.482,0.518
0.098,0.902,0
0.123,0.877,0
0,1,0
0.158,0.842,0
0.168,0.832,0
0.237,0.763,0
0.279,0.406,0.315
0.217,0.783,0
0,0.838,0.162
0.059,0.792,0.149
0,0.93,0.07
0.279,0.721,0
0.1,0.777,0.123
0,1,0
0.251,0.749,0
0,1,0
0.143,0.857,0
0.165,0.835,0
0,1,0
0.165,0.733,0.102
0.084,0.785,0.131
0,1,0
0.362,0.638,0
0.32,0.68,0
0.238,0.762,0
0.179,0.678,0.143
0.164,0.836,0
0,1,0
0.094,0.906,0
0,1,0
0,1,0
0.182,0.818,0
0.254,0.746,0
0.087,0.803,0.11
0,0.756,0.244
0.122,0.878,0
0,1,0
0.153,0.847,0
0,0.845,0.155
0,0.459,0.541
0,0.853,0.147
0.267,0.733,0
0,0.628,0.372
0,0.897,0.103
0,0.623,0.377
0.076,0.614,0.31
0.358,0.642,0
0.22,0.627,0.153
0,0.693,0.307
0,0.763,0.237
0,0.527,0.473
0.098,0.695,0.208
0.174,0.755,0.071
0.064,0.936,0
0.186,0.578,0.236
0,0.795,0.205
0.068,0.64,0.293
0,0.923,0.077
0.209,0.666,0.126
0.159,0.758,0.082
0.088,0.68,0.232
0.341,0.659,0
0,1,0
0.18,0.565,0.254
0,0.693,0.307
0,0.37,0.63
0.344,0.502,0.154
0,1,0
0.111,0.683,0.206
0,0.786,0.214
0.162,0.701,0.137
0,1,0
0.113,0.887,0
0.067,0.893,0.041
0,0.942,0.058
0,0.929,0.071
0.424,0.419,0.157
0.063,0.603,0.334
0.139,0.861,0
0.214,0.786,0
0,0.757,0.243
0.118,0.882,0
0.372,0.525,0.103
0.027,0.782,0.19
0.116,0.833,0.051
0.179,0.821,0
0.369,0.576,0.055
0.175,0.825,0
0.226,0.733,0.042
0.086,0.702,0.212
0.055,0.701,0.243
0.199,0.734,0.067
0.04,0.844,0.116
0.056,0.944,0
0,1,0
0.092,0.908,0
0.14,0.745,0.115
0,1,0
0.215,0.708,0.077
0.09,0.91,0
0.211,0.705,0.083
0.062,0.938,0
0.113,0.757,0.13
0.258,0.583,0.159
0.375,0.625,0
0.131,0.772,0.097
0.157,0.843,0
0.436,0.564,0
0.148,0.658,0.194
0.274,0.646,0.08
0.045,0.852,0.103
0.292,0.628,0.08
0.14,0.86,0
0.114,0.886,0
0.088,0.846,0.066
0.07,0.93,0
0.249,0.751,0
0.078,0.922,0
0.29,0.611,0.099
0.046,0.911,0.043
0,1,0
0.087,0.913,0
0,0.839,0.161
0.076,0.924,0
0,0.86,0.14
0,0.919,0.081
0.147,0.853,0
0.14,0.599,0.261
0.139,0.758,0.103
0.067,0.867,0.065
0.102,0.828,0.07
0,0.782,0.218
0.149,0.704,0.147
0.224,0.712,0.063
0.116,0.884,0
0.196,0.804,0
0.076,0.832,0.092
0,1,0
0.162,0.633,0.205
0.212,0.651,0.137
0.155,0.845,0
0.133,0.867,0
0.078,0.922,0
0.244,0.756,0
0.092,0.908,0
0,1,0
0,1,0
0.166,0.834,0
0,1,0
0.073,0.767,0.16
0,1,0
0.046,0.954,0
0.104,0.896,0
0,1,0
0.158,0.784,0.058
0.164,0.836,0
0.282,0.718,0
0.246,0.754,0
0.077,0.923,0
0.05,0.779,0.171
0.122,0.681,0.197
0.236,0.701,0.063
0.262,0.517,0.22
0,1,0
0.205,0.719,0.076
0.141,0.609,0.25
0.4,0.546,0.053
0.236,0.663,0.101
0.185,0.731,0.085
0,1,0
0.143,0.857,0
0.077,0.812,0.111
0.093,0.834,0.073
0,1,0
0.136,0.74,0.124
0.157,0.557,0.286
0.251,0.665,0.084
0.196,0.696,0.108
0.166,0.728,0.106
0.124,0.742,0.135
0.153,0.847,0
0.057,0.879,0.063
0.125,0.805,0.07
0.119,0.839,0.042
0.223,0.648,0.129
0.075,0.853,0.073
0.207,0.674,0.119
0.25,0.681,0.069
0.194,0.806,0
0.131,0.869,0
0.206,0.706,0.088
0.108,0.76,0.131
0,0.919,0.081
0.175,0.825,0
0.135,0.714,0.15
0.286,0.583,0.131
0,1,0
0.161,0.839,0
0.048,0.716,0.236
0.101,0.696,0.203
0,0.931,0.069
0.062,0.871,0.067
0,1,0
0.06,0.833,0.107
0.141,0.859,0
0,1,0
0,1,0
0.098,0.804,0.098
0.116,0.884,0
0.114,0.71,0.176
0.246,0.701,0.053
0.267,0.559,0.174
0.067,0.933,0
0,1,0
0,0.702,0.298
0,1,0
0,0.842,0.158
0,0.72,0.28
0.073,0.927,0
0.078,0.922,0
0.17,0.769,0.061
0.149,0.614,0.237
0.068,0.791,0.141
0.249,0.751,0
0,0.817,0.183
0,0.727,0.273
0.085,0.872,0.044
0.146,0.75,0.104
0.107,0.893,0
0.198,0.802,0
0,1,0
0.249,0.751,0
0.085,0.842,0.073
0.236,0.764,0
0.102,0.898,0
0.259,0.583,0.159
0.068,0.83,0.101
0.159,0.673,0.168
0.255,0.518,0.227
0,0.828,0.172
0.282,0.566,0.152
0.087,0.798,0.115
0,1,0
0.199,0.801,0
0.192,0.808,0
0,0.714,0.286
0,1,0
0.11,0.663,0.227
0.166,0.756,0.078
0,0.708,0.292
0.291,0.709,0
0.07,0.764,0.166
0.055,0.774,0.171
0.177,0.678,0.144
0.207,0.743,0.05
0.195,0.742,0.063
0.161,0.698,0.141
0.372,0.508,0.12
0.291,0.612,0.098
0.043,0.773,0.184
0,1,0
0,0.54,0.46
0.193,0.584,0.223
0.254,0.746,0
0.147,0.788,0.065
0.217,0.783,0
0,0.778,0.222
0.219,0.781,0
0.153,0.847,0
0,0.789,0.211
0.154,0.773,0.073
0.078,0.922,0
0.139,0.67,0.191
0.143,0.742,0.114
0.214,0.662,0.124
0.075,0.828,0.098
0,0.729,0.271
0,0.484,0.516
0.201,0.506,0.293
0,0.94,0.06
0.236,0.622,0.142
0.059,0.941,0
0,0.813,0.187
0.103,0.81,0.087
0.183,0.817,0
0.039,0.83,0.131
0.104,0.896,0
0,1,0
0.098,0.902,0
0.07,0.838,0.092
0.277,0.723,0
0.146,0.854,0
0.182,0.691,0.128
0.108,0.735,0.157
0.094,0.851,0.055
0.226,0.774,0
0,0.924,0.076
0.05,0.904,0.046
0.081,0.919,0
0.251,0.694,0.056
0.238,0.684,0.078
0.224,0.726,0.05
0.214,0.732,0.055
0,0.634,0.366
0,0.906,0.094
0.137,0.775,0.087
0.107,0.751,0.143
0,0.851,0.149
0.25,0.595,0.155
0.102,0.832,0.066
0.354,0.646,0
0.202,0.729,0.069
0.162,0.748,0.09
0.141,0.695,0.164
0.063,0.698,0.239
0,0.889,0.111
0.047,0.654,0.298
0.048,0.806,0.146
0,0.782,0.218
0.08,0.92,0
0.133,0.867,0
0.309,0.628,0.063
0.097,0.903,0
0,0.715,0.285
0.163,0.652,0.184
0,0.792,0.208
0.179,0.821,0
0,1,0
0.086,0.761,0.153
0.103,0.897,0
0.074,0.867,0.059
0,1,0
0.176,0.824,0
0.242,0.758,0
0,1,0
0.274,0.726,0
0.376,0.444,0.179
0.248,0.651,0.101
0.201,0.799,0
0.155,0.845,0
0.118,0.882,0
0.101,0.805,0.094
0.144,0.856,0
0,1,0
0.309,0.691,0
0.108,0.892,0
0.224,0.776,0
0,0.936,0.064
0,1,0
0.256,0.744,0
0.234,0.766,0
0,1,0
0.062,0.739,0.2
0,0.93,0.07
0.18,0.82,0
0.248,0.752,0
0.144,0.856,0
0.161,0.839,0
0,1,0
0.345,0.578,0.077
0.073,0.927,0
0.249,0.751,0
0.183,0.725,0.092
0.232,0.768,0
0.36,0.64,0
0,0.865,0.135
0.215,0.785,0
0.238,0.762,0
0.069,0.931,0
0,1,0
0.177,0.823,0
0.118,0.882,0
0.338,0.558,0.104
0.375,0.625,0
0.209,0.791,0
0.097,0.903,0
0.3,0.7,0
0.32,0.508,0.172
0.194,0.605,0.202
0.224,0.594,0.182
0.145,0.785,0.07
0.228,0.707,0.065
0.318,0.682,0
0.171,0.76,0.069
0.224,0.635,0.14
0.168,0.832,0
0,1,0
0.264,0.662,0.074
0,1,0
0.215,0.785,0
0.26,0.67,0.07
0.164,0.624,0.212
0.239,0.486,0.276
0.231,0.706,0.063
0.134,0.866,0
0.295,0.66,0.045
0.292,0.658,0.05
0.181,0.819,0
0.071,0.929,0
0.222,0.778,0
0.117,0.809,0.074
0.263,0.737,0
0,1,0
0.342,0.658,0
0,1,0
0.093,0.856,0.051
0.075,0.859,0.066
0,1,0
0.407,0.593,0
0.057,0.943,0
0.109,0.891,0
0.203,0.797,0
0,1,0
0.105,0.75,0.145
0.19,0.744,0.065
0.411,0.555,0.034
0,1,0
0.356,0.644,0
0.234,0.766,0
0.177,0.823,0
0.104,0.793,0.102
0.332,0.668,0
0.216,0.699,0.086
0.406,0.472,0.122
0.234,0.766,0
0,0.887,0.113
0.061,0.791,0.148
0.088,0.789,0.122
0.157,0.738,0.105
0.125,0.835,0.04
0.219,0.781,0
0.173,0.827,0
0,1,0
0.291,0.709,0
0,1,0
0.091,0.776,0.134
0.278,0.722,0
0,0.768,0.232
0.232,0.589,0.179
0.118,0.723,0.16
0.253,0.747,0
0.365,0.635,0
0.304,0.696,0
0.105,0.71,0.185
0.085,0.915,0
0.281,0.719,0
0,1,0
0.186,0.814,0
0,1,0
0,1,0
0.076,0.665,0.259
0.2,0.8,0
0.117,0.883,0
0.263,0.626,0.11
0,0.864,0.136
0.112,0.785,0.104
0.268,0.732,0
0.161,0.839,0
0.325,0.675,0
0.336,0.664,0
0.181,0.819,0
0.116,0.884,0
0.11,0.809,0.082
0,0.921,0.079
0.201,0.799,0
0.153,0.847,0
0,1,0
0,1,0
0,0.9,0.1
0.256,0.744,0
0,1,0
0,0.843,0.157
0,1,0
0.055,0.945,0
0.055,0.861,0.084
0.074,0.735,0.191
0.072,0.928,0
0.214,0.716,0.07
0.249,0.691,0.061
0.202,0.798,0
0.173,0.827,0
0.213,0.787,0
0.205,0.795,0
0,1,0
0.212,0.788,0
0.232,0.768,0
0.301,0.626,0.073
0.176,0.742,0.083
0.183,0.689,0.128
0,1,0
0.199,0.801,0
0,0.918,0.082
0.089,0.911,0
0.308,0.692,0
0.196,0.804,0
0.077,0.923,0
0,0.892,0.108
0.258,0.742,0
0.173,0.745,0.082
0.304,0.696,0
0.174,0.826,0
0.129,0.617,0.254
0.155,0.661,0.184
0.339,0.661,0
0.182,0.818,0
0.107,0.893,0
0.297,0.596,0.107
0.322,0.678,0
0.321,0.679,0
0,0.905,0.095
0.084,0.856,0.06
0,1,0
0.29,0.638,0.071
0,0.935,0.065
0.149,0.723,0.128
0.286,0.714,0
0.29,0.71,0
0.12,0.88,0
0.222,0.778,0
0.056,0.879,0.065
0.221,0.707,0.072
0.16,0.765,0.075
0.534,0.466,0
0,0.727,0.273
0.256,0.744,0
0.28,0.664,0.056
0.267,0.733,0
0,1,0
0.201,0.697,0.102
0.317,0.683,0
0,1,0
0.09,0.91,0
0.173,0.827,0
0.039,0.961,0
0.081,0.919,0
0,0.931,0.069
0,0.938,0.062
0,0.609,0.391
0.258,0.742,0
0.106,0.779,0.115
0,1,0
0,1,0
0,0.728,0.272
0,1,0
0.054,0.651,0.295
0.089,0.911,0
0,0.893,0.107
0,1,0
0.069,0.931,0
0.108,0.892,0
0.084,0.874,0.042
0,1,0
0.47,0.53,0
0,1,0
0,0.838,0.162
0.131,0.869,0
0,1,0
0.27,0.73,0
0.21,0.79,0
0,1,0
0.4,0.6,0
0.093,0.845,0.062
0,0.922,0.078
0.179,0.821,0
0.255,0.693,0.052
0,1,0
0.227,0.773,0
0.136,0.864,0
0.268,0.732,0
0.091,0.841,0.068
0.145,0.855,0
0.389,0.611,0
0.082,0.691,0.227
0.031,0.866,0.103
0.25,0.75,0
0.106,0.842,0.051
0.204,0.796,0
0.218,0.782,0
0.183,0.689,0.128
0.121,0.879,0
0.068,0.932,0
0.087,0.683,0.23
0.09,0.91,0
0.212,0.788,0
0.213,0.787,0
0.117,0.883,0
0.234,0.734,0.032
0.142,0.672,0.187
0.23,0.718,0.052
0,0.962,0.038
0,1,0
0.233,0.712,0.055
0.103,0.842,0.056
0,0.93,0.07
0,0.92,0.08
0.086,0.741,0.172
0,0.95,0.05
0.055,0.945,0
0.08,0.92,0
0,1,0
0.313,0.687,0
0.12,0.88,0
0.105,0.737,0.158
0,0.934,0.066
0.215,0.785,0
0.189,0.772,0.039
0.116,0.884,0
0.217,0.783,0
0.249,0.751,0
0,0.763,0.237
0.371,0.629,0
0,1,0
0.136,0.69,0.174
0.279,0.67,0.051
0.111,0.631,0.258
0.103,0.673,0.225
0.08,0.843,0.077
0.123,0.74,0.136
0,0.864,0.136
0.106,0.844,0.05
0,0.634,0.366
0.043,0.957,0
0,0.873,0.127
0.05,0.95,0
0.198,0.802,0
0,1,0
0,0.825,0.175
0.175,0.638,0.187
0.081,0.868,0.051
0,0.81,0.19
0.14,0.86,0
0,0.897,0.103
0.206,0.794,0
0,0.868,0.132
0.089,0.83,0.081
0.062,0.71,0.228
0.08,0.859,0.061
0.217,0.61,0.173
0.157,0.779,0.064
0.101,0.836,0.063
0.078,0.922,0
0.074,0.811,0.115
0,1,0
0.29,0.71,0
0.131,0.804,0.065
0.046,0.954,0
0,0.941,0.059
0.058,0.677,0.266
0.126,0.874,0
0,0.917,0.083
0.043,0.784,0.173
0.153,0.546,0.301
0.244,0.703,0.053
0.064,0.936,0
0.05,0.911,0.038
0.03,0.658,0.312
0,0.797,0.203
0,0.944,0.056
0,0.795,0.205
0.063,0.807,0.13
0.077,0.839,0.085
0.064,0.936,0
0.185,0.709,0.107
0.083,0.917,0
0,0.81,0.19
0.215,0.653,0.132
0,0.829,0.171
0.099,0.822,0.079
0.092,0.83,0.078
0,1,0
0.113,0.887,0
0.27,0.73,0
0,0.903,0.097
0.275,0.725,0
0.128,0.709,0.164
0.105,0.718,0.177
0,1,0
0,0.921,0.079
0.069,0.875,0.057
0,1,0
0,0.938,0.062
0.096,0.671,0.233
0,1,0
0.093,0.907,0
0.148,0.852,0
0.162,0.599,0.239
0.078,0.723,0.199
0.067,0.718,0.215
0.27,0.73,0
0.302,0.613,0.086
0,0.825,0.175
0.203,0.797,0
0.124,0.876,0
0,1,0
0.32,0.68,0
0.338,0.58,0.082
0.072,0.928,0
0,0.684,0.316
0.255,0.745,0
0.22,0.78,0
0.185,0.815,0
0,1,0
0,1,0
0.175,0.825,0
0.243,0.462,0.295
0,0.887,0.113
0,1,0
0,1,0
0,1,0
0.253,0.747,0
0.186,0.814,0
0.068,0.932,0
0.266,0.734,0
0.076,0.85,0.074
0,1,0
0,0.913,0.087
0,1,0
0.345,0.655,0
0.091,0.785,0.124
0.264,0.736,0
0.052,0.948,0
0.368,0.536,0.096
0.227,0.736,0.037
0.231,0.769,0
0,1,0
0.127,0.592,0.281
0.071,0.799,0.13
0.115,0.885,0
0.194,0.806,0
0.36,0.64,0
0.253,0.747,0
0,0.726,0.274
0.131,0.869,0
0.167,0.833,0
0.214,0.786,0
0,1,0
0.077,0.923,0
0.147,0.853,0
0.087,0.913,0
0.219,0.679,0.102
0.094,0.906,0
0.094,0.906,0
0.094,0.906,0
0.113,0.808,0.079
0,1,0
0.109,0.891,0
0,1,0
0,1,0
0.101,0.829,0.07
0,0.772,0.228
0.204,0.796,0
0.079,0.814,0.108
0.079,0.921,0
0.22,0.706,0.075
0.143,0.857,0
0.179,0.676,0.145
0.3,0.7,0
0.128,0.671,0.201
0.14,0.86,0
0.044,0.827,0.129
0.063,0.859,0.077
0,1,0
0.071,0.835,0.094
0.23,0.77,0
0.15,0.85,0
0.089,0.911,0
0.081,0.846,0.074
0.037,0.963,0
0.151,0.696,0.153
0.154,0.743,0.103
0.215,0.651,0.134
0.23,0.658,0.113
0,0.715,0.285
0.166,0.834,0
0.094,0.672,0.233
0.114,0.559,0.327
0.153,0.798,0.048
0.077,0.784,0.139
0.054,0.786,0.16
0.055,0.811,0.134
0,0.914,0.086
0,0.935,0.065
0,0.654,0.346
0,0.635,0.365
0.065,0.869,0.065
0,1,0
0.166,0.707,0.127
0.148,0.784,0.069
0,0.718,0.282
0.103,0.897,0
0,0.705,0.295
0.085,0.915,0
0.141,0.859,0
0.025,0.975,0
0.217,0.73,0.053
0,1,0
0,0.897,0.103
0.059,0.76,0.181
0,0.817,0.183
0.206,0.75,0.045
0.109,0.891,0
0,1,0
0.066,0.934,0
0.387,0.613,0
0.112,0.84,0.048
0,0.75,0.25
0.241,0.5,0.259
0,0.724,0.276
0,0.891,0.109
0,0.483,0.517
0.134,0.755,0.112
0.051,0.819,0.129
0.079,0.651,0.27
0,0.918,0.082
0.08,0.72,0.2
0.184,0.625,0.191
0.087,0.8,0.113
0.21,0.547,0.243
0.279,0.544,0.177
0.137,0.648,0.215
0.184,0.642,0.174
0.133,0.575,0.292
0.099,0.774,0.127
0.2,0.713,0.087
0.289,0.636,0.076
0.2,0.8,0
0.179,0.654,0.167
0.219,0.722,0.059
0,0.823,0.177
0.153,0.69,0.158
0.199,0.751,0.05
0.091,0.722,0.188
0.109,0.587,0.304
0,0.938,0.062
0,0.676,0.324
0.272,0.473,0.255
0.255,0.646,0.099
0.198,0.582,0.22
0.181,0.643,0.176
0.27,0.617,0.113
0.126,0.874,0
0.228,0.772,0
0.329,0.671,0
0.284,0.646,0.07
0.256,0.597,0.147
0.257,0.743,0
0.152,0.848,0
0.129,0.809,0.062
0.193,0.807,0
0.203,0.583,0.214
0.148,0.852,0
0.168,0.672,0.161
0.218,0.782,0
0.133,0.5,0.368
0,0.81,0.19
0.162,0.838,0
0.082,0.834,0.084
0.258,0.742,0
0.386,0.614,0
0.162,0.733,0.105
0.172,0.828,0
0.344,0.656,0
0.133,0.867,0
0.077,0.923,0
0.196,0.634,0.169
0.127,0.873,0
0.204,0.718,0.077
0.041,0.782,0.177
0.128,0.872,0
0.172,0.828,0
0,1,0
0.276,0.638,0.086
0.185,0.746,0.069
0.046,0.773,0.181
0.133,0.687,0.18
0.416,0.584,0
0.264,0.612,0.125
0.411,0.589,0
0.305,0.589,0.106
0.055,0.752,0.192
0.099,0.623,0.278
0.076,0.836,0.089
0.28,0.72,0
0.176,0.754,0.07
0.066,0.625,0.309
0.218,0.721,0.061
0.115,0.631,0.254
0.143,0.857,0
0,1,0
0.144,0.856,0
0.205,0.795,0
0.25,0.589,0.16
0.098,0.766,0.137
0,1,0
0.045,0.867,0.088
0.095,0.685,0.22
0.111,0.826,0.063
0.293,0.707,0
0.347,0.653,0
0.142,0.748,0.11
0.288,0.633,0.08
0.206,0.732,0.062
0.216,0.784,0
0.332,0.668,0
0.134,0.866,0
0.391,0.609,0
0.163,0.837,0
0.081,0.789,0.13
0.076,0.827,0.097
0.104,0.716,0.179
0.089,0.911,0
0,0.846,0.154
0,0.792,0.208
0,1,0
0,1,0
0.129,0.871,0
0.351,0.649,0
0.271,0.729,0
0.142,0.736,0.122
0,0.894,0.106
0,1,0
0,0.837,0.163
0,0.879,0.121
0.214,0.786,0
0.446,0.554,0
0.348,0.652,0
0.123,0.807,0.07
0.212,0.788,0
0.084,0.829,0.087
0.133,0.867,0
0.203,0.797,0
0.2,0.726,0.073
0.201,0.799,0
0,0.923,0.077
0,0.919,0.081
0.089,0.911,0
0.41,0.539,0.051
0.265,0.735,0
0.239,0.761,0
0.127,0.873,0
0.375,0.625,0
0.08,0.92,0
0.085,0.674,0.24
0.102,0.818,0.08
0.09,0.783,0.127
0.201,0.799,0
0,0.722,0.278
0.245,0.755,0
0.257,0.528,0.216
0.308,0.692,0
0.064,0.769,0.167
0.48,0.429,0.091
0,1,0
0,0.881,0.119
0.061,0.834,0.104
0,0.914,0.086
0.427,0.573,0
0.377,0.623,0
0.089,0.825,0.086
0.2,0.8,0
0.279,0.721,0
0,1,0
0.318,0.682,0
0.23,0.77,0
0.275,0.725,0
0.158,0.793,0.05
0.375,0.625,0
0.086,0.914,0
0,0.847,0.153
0.303,0.697,0
0.276,0.724,0
0.21,0.694,0.095
0.413,0.587,0
0.182,0.818,0
0.3,0.621,0.079
0.362,0.469,0.169
0.14,0.692,0.168
0.18,0.82,0
0.242,0.451,0.306
0,0.858,0.142
0,1,0
0.255,0.527,0.218
0.336,0.664,0
0.297,0.703,0
0,1,0
0.254,0.746,0
0.131,0.869,0
0.424,0.576,0
0.049,0.739,0.213
0.114,0.886,0
0.514,0.486,0
0.164,0.777,0.059
0.301,0.699,0
0.134,0.866,0
